Date,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
2021-08-06,27934.26583,54207.61283,62100.36136,12233.44476,29522.18758,25917.87477,58856.92681,36528.71055,3638.265898,67147.83412,5809.461273,92264.56842,27327.00506,20136.22395,51576.51707,61207.69411,35991.52561,38745.37506,55727.0558,59095.67969,22538.96071,22529.57777,80333.45853,137565.7029,33281.47673,47984.51874,96660.2682,43718.24618,8331.415166,12968.93246,62606.98406,72875.58406,18689,22114.8,47287.6,16460,58086.4,31178.4,48574.6,14077,2375,64169.8,26782,2322,34155.4,26385,42312,19332,22361,14538,30788,16158,46115,36272
2021-08-07,31797.63255,52881.94131,54362.37896,8643.145041,25999.64878,30217.36505,53047.48178,27870.8798,3065.300954,50117.24259,12949.33352,47934.87815,24563.90123,13120.86887,35999.67983,66480.20606,30586.88751,34580.77943,36290.00241,35187.31383,32054.72019,30526.87988,60990.01672,191909.0617,58901.17671,26358.31079,95254.37925,30924.30236,5259.646928,14351.8197,51824.44236,72921.24236,21506.2,26402.8,25747.6,11386,64219.8,22188,38523.8,10752,5421,40503.6,19076,1375,13606,38364,30424,8675,5034,28130,25835,28731,48958,24562
2021-08-08,50273.07959,37340.28355,24421.17016,11052.97468,28297.67499,31292.23761,31078.96359,17718.45278,2960.686465,47554.09343,13423.84677,23757.9204,25629.89902,23338.91868,28922.46259,69202.37775,22052.44485,32866.42981,30344.07592,32362.58202,44599.28872,35480.66908,42466.96813,73404.86053,69649.09358,37467.4856,81874.91536,29847.98234,6034.310581,14080.60165,34274.79673,51392.59673,14367.6,23294.4,7610.6,14257,36552.4,29120.6,21303.2,11016,9890,50746.2,3437,719,22214,10933,27810,2663,21334,30975,17228,11791,54224,30845
2021-08-09,89068.14788,45594.21305,21125.90288,14121.26569,34219.12409,18664.77614,11476.08279,12206.19881,2361.556357,61850.36341,4523.397327,9230.777569,24734.68769,11679.09153,14499.36556,61064.06005,13755.8727,18373.45923,31389.84575,18756.65058,52238.60931,30744.67654,35124.16696,93618.75074,30653.73384,41684.15179,62371.87144,30086.70881,4593.368971,6316.782019,16244.7796,39260.5796,8153,16120.8,14442.6,13527,34844.6,18515.8,25790.8,7409,0,51987.2,2147,2406,62933,16714,32213,40671,9787,18877,33079,2725,55482,17476
2021-08-10,47222.7198,44210.32718,28632.07016,16031.71103,22718.94721,15832.10092,8958.031361,9655.494407,3269.914908,60331.05689,3822.714211,13320.44787,23289.71993,15444.77627,19929.99927,65071.25799,20221.59088,12033.58542,52462.00392,9781.161558,45381.45463,32917.21874,43895.68645,33884.03198,24752.40787,33104.10722,43220.82534,20620.59421,3333.910385,5676.902314,21981.02094,49362.82094,19729,14888.6,14344,5707,77560.6,11473.4,27681.2,7407,0,41416.6,0,1760,31937,18810,16607,26996,17971,17845,9505,3676,51169,17636
2021-08-11,28147.76928,56501.47179,34711.14851,8830.070538,13770.25005,21635.82046,14672.51338,8810.78406,3854.549932,52964.63157,5157.559893,16173.08583,25446.99574,13940.16403,20313.28967,49761.20559,30537.6449,16003.42716,51652.96696,10726.23573,27799.87019,19507.73569,30251.41781,40895.71433,46002.43407,42140.00687,37391.1152,17199.72119,2858.357644,3663.067707,38208.63614,59300.83614,23192.6,13528.2,13607,9406,59582.8,17182,30549,5671,0,17357.6,367,362,48861,18894,10245,30985,6435,8592,8975,4119,46135,14912
2021-08-12,25623.60953,60139.19269,30167.04449,6341.680535,2948.125724,28910.51049,12390.16996,12673.23824,5437.33901,51682.80873,8984.708808,14234.05618,23900.26969,17539.6238,15527.56335,66513.05354,9081.502765,16242.48953,78453.4788,18779.4742,24299.27742,27936.01712,30660.16276,43217.58246,19070.19638,67369.79842,21712.77438,19957.02268,3315.426003,8610.767005,15606.90232,25870.90232,27403.4,10062.4,3692,7241,65583,16743.6,7327,3941,0,16783.6,3203,1990,41960,19107,35358,8145,13706,3829,7802,14158,27140,15774
2021-08-13,27565.81023,56835.74227,22744.56124,2967.009754,3719.173991,12710.22118,8400.380701,8325.302701,2328.87671,24971.4712,10887.19651,11911.58241,12618.29,14536.45566,12515.38697,89719.34112,15033.41304,15115.36139,63583.39723,25726.33804,21969.12129,20738.4912,29014.61196,34138.42197,11496.63081,57229.89905,31604.71005,10493.28201,4679.069288,4689.473732,7939.306465,18827.90646,17037.4,9218.8,1070,7724,46513,11026,7624,3335,0,12981,1726,1180,44082,16981,13058,1161,3910,6747,9978,8941,46306,12658
2021-08-14,13283.65188,41494.92341,11401.72832,1871.438105,7282.122516,8761.103738,3886.307692,3232.77419,2367.530265,20825.9303,7822.816553,13541.53673,6431.124123,8582.07502,19495.84343,71053.02094,16551.41239,22748.19561,15111.3226,24127.13129,24229.6645,28847.25954,30251.41781,17718.70704,5499.573839,39918.43479,12548.2485,4434.059693,6808.134035,5383.759453,5696.047228,10686.64723,18321,22134.8,0,18126,54769,19009.6,9410,928,0,17688.6,6048,0,26024,3210,8301,3904,2198,8687,6575,5663,54934,11935
2021-08-15,6292.854944,42412.93807,7235.396872,1900.384246,5961.765354,4063.732461,10382.65043,1394.786559,2660.814159,22514.04866,3880.365354,6479.100003,4009.276748,8096.033361,9329.656768,74188.62245,13200.23142,29377.16317,14742.37982,10111.43095,25998.0934,32345.07228,40704.06148,29770.97649,15599.51627,44525.60522,19399.55395,16280.14286,1976.988694,2894.075217,3779.662909,4404.262909,15618.6,1382.8,0,15686,67535,15352.6,1545,1881,0,12366.2,11659,0,18982,8730,21348,2921,2518,5745,5826,308,49337,30628
2021-08-16,5868.671413,24635.85289,9786.837434,2691.578782,4762.35694,4281.674704,6714.803823,585.1535445,1956.750411,16179.93499,2008.920578,3643.352763,6566.801847,2978.883109,9570.19591,56957.84945,19968.33006,20693.87648,17132.45005,10832.83797,25037.08906,41106.65949,19662.04175,20317.44784,6295.900158,59609.63273,23394.56174,4203.606521,1735.011327,3226.195522,4638.510731,5795.110731,10619.6,817.2,0,5761,69826.4,7231.6,2715,7773,0,7831.2,2214,1624,9959,4043,8028,1386,714,5369,3691,29087,47167,15685
2021-08-17,4662.683978,13104.35912,9993.487789,2334.57637,2146.840271,2321.962287,5053.349795,827.2,2202.182606,8788.912445,412.4274033,2168.208668,3927.870113,3957.086043,7581.122233,36724.15398,15050.14358,6578.798533,19150.39283,13296.06322,18318.30072,22997.43341,48487.86398,16330.11774,6811.101871,28911.5436,29349.52972,1022.175874,2748.29155,8889.293324,6265.56039,7422.16039,8716,0,0,10662,44116,0,319,5978,0,8020.4,728,0,12669,24916,15942,4704,0,6107,1667,26600,14353,10113
2021-08-18,2411.137123,14106.68809,11102.33255,1302.133743,2086.365897,8626.398267,2541.047337,2033.0079,1458.101665,1064.24853,1773.881305,1749.37724,4972.588589,4572.010419,8448.772335,54269.04794,12604.34048,7965.789479,25511.09723,9168.042497,15994.50233,11362.1957,28028.81316,7699.514012,8040.498551,21731.83483,23806.98486,14989.72518,1119.145321,4218.496284,9214.759573,9746.759573,6751.6,0,0,4972,29833.4,0,2975,0,0,7207.6,1849,950,22004,31862,11526,5187,1088,1969,833,3347,12432,12030
2021-08-19,751.4,16753.68362,9052.671905,1461.780148,1610.713489,3927.572585,2903.232817,2503.724353,1168.2,2495.479311,261.6474924,2517.904924,2130.140269,3765.922976,5646.119307,34993.19025,6832.525685,7418.286547,21837.88343,6394.824124,8704.335639,11729.88713,19901.48353,11295.63436,8754.693518,14690.70577,13849.79959,9322.637747,2863.398839,1998.406035,5712.528317,6244.528317,8049.6,0,0,6213,64902.6,0,8291,0,0,3556,4557,0,38190,53659,24905,12874,1918,22233,4547,7126,20857,5929
2021-08-20,1683.936796,24066.44992,3775.619053,246.0422031,1278.734361,1682.81109,2765.257396,496.3615887,1440.224354,3537.708906,838.1589164,2129.418403,4036.412293,5219.050726,2608.882659,42027.93648,9473.453827,7238.970706,13307.41961,5466.007902,8540.99227,16615.35315,19550.87903,16426.50063,3089.847309,14286.67193,18816.71479,12216.06817,2098.817576,1280.571442,1871.519134,2403.519134,6165.6,0,0,13266,66897.6,0,5659,0,0,683,1434,747,43547,46130,5751,12878,2923,3116,2462,9442,968,8984
2021-08-21,1073.931523,3407.133354,1638.50081,144.7307077,1505.513263,2407.310832,2518.051434,242.0464555,682.5374324,0,0,2551.686361,3181.642631,4019.370702,4727.477413,24236.54533,6863.159527,9813.433847,4361.360186,1292.016938,5068.694206,9628.038281,18492.01817,6214.216335,1561.960748,20905.29659,16932.32454,10518.73118,2130.745145,4514.887264,1493.36972,1493.36972,3585.6,0,0,12792,36665.4,0,4187,0,0,164,370,344,45886,9024,9167,9439,7359,0,9462,12809,17983,6348
2021-08-22,1361.405272,5442.222801,728.8248627,0,1077.153115,3226.826934,2316.837278,384.6183982,804.1738299,0,1006.67764,2030.32273,3093.45211,4193.910282,3182.475999,25595.99621,10321.21187,10983.64128,4027.079012,2544.737166,7955.323422,10037.87232,8352.182944,3520.887705,1578.316358,15008.37319,4245.034357,6504.680983,3642.263488,1571.278212,1226.009844,1226.009844,577.6,0,0,0,38770.6,0,0,0,0,0,382,0,63641,1233,7564,7749,9756,2770,1667,14528,25911,4134
2021-08-23,1285.115916,7914.750172,1300.680696,0,573.2,1275.327927,1356.758307,201.8,349.9945545,0,1024.416453,548.9483458,4314.551627,1388.462548,1937.414107,18813.17638,6784.570022,10787.81985,4175.867419,3103.402092,7593.460868,8398.536157,9186.190475,4744.203661,5300.580585,19977.59509,2740.334679,15446.66897,862.8845679,2306.165437,764.5393724,764.5393724,577.6,0,0,0,45238,0,1034,0,0,486,1127,0,19147,1111,563,12978,2196,1570,2074,9473,15783,7012
2021-08-24,278.2236388,3353.758786,987.5951154,221.9204185,318.1203914,0,833.601502,201.8,137.4,0,1942.400029,0,3480.133624,1428.367867,3800.843755,19015.74471,8129.957332,302,12154.64575,2649.924935,7979.181573,6347.20218,7260.508429,6640.066272,6994.74918,12996.84355,5921.297924,0,3259.132657,1951.308291,1494.285336,1494.285336,260.6,0,0,0,63539,0,0,0,0,0,0,357,11630,741,2795,4001,1439,1184,833,17938,10009,7753
2021-08-25,119.9088838,4372.280313,3159.62633,0,0,310.5290788,0,201.8,137.4,0,532.1643914,0,1349.993355,2186.568927,3025.24229,19046.758,1882.733398,2056.733583,4585.035539,3471.254374,8314.081404,4931.102116,3629.373299,6008.112068,3089.847309,11065.76393,4343.472654,0,433.5427819,1995.969945,2587.530858,2587.530858,0,0,0,0,42210.8,0,0,0,0,4298,0,344,16362,9927,13344,10883,368,2763,1667,5998,2880,2861
2021-08-26,763.6910869,4323.494353,338.4586106,221.9204185,0,351.9105563,0,201.8,77.16692668,0,616.4237534,532.0576275,0,3583.255091,3704.283794,15494.8474,1444.536776,4413.45606,5738.145695,4571.206857,8053.222347,3814.078614,12100.2601,5195.599521,515.2017128,6132.613916,4107.183173,0,867.0855639,4061.774478,241.7226279,241.7226279,0,0,0,0,44013.6,0,0,0,0,0,0,0,1932,23547,3791,1048,731,262,3310,22085,7972,514
2021-08-27,188,3349.4,160.9310088,5.607843137,0,72.8,0,107.3492784,0,0,811.5506969,405.37724,0,2598.114917,233.1511755,16839.4807,1768.721397,1454.74469,2873.476114,2323.14255,1103.420253,9463.148908,11289.81752,3736.086241,3089.847309,12196.64997,2981.23656,0,2993.629713,1006.105273,2617.746186,2617.746186,0,0,0,0,59167.8,0,0,0,0,0,241,0,2812,12493,0,18509,3956,785,1667,39745,2903,2611
2021-08-28,188,2472.128599,41.59807692,11,0,72.8,0,0,7.472972973,0,0,0,0,1484.477865,233.1511755,10490.76134,2012,1467.552964,8825.012401,1346.36619,2400.199016,6671.846789,8865.537106,3235.003661,2657.786614,10394.74502,10089.41909,0,0,2494.556416,1668.252379,1668.252379,0,0,0,0,56597,0,0,0,0,0,243,0,1298,14452,5753,1568,1105,2739,19479,19245,488,993
2021-08-29,120.1230068,1752.980547,107.0730769,11,0,72.8,0,0,15.8,0,0,0,0,0,233.1511755,6846.126148,2012,1716.30876,3691.812353,482.0733986,6756.023874,7192.446788,2533.513982,1339.14105,2060.806851,12373.08882,8242.529142,0,0,3475.488757,3360.310774,3360.310774,0,0,0,0,49162.8,0,0,0,0,0,370,0,1661,8689,565,1392,731,393,5576,3638,484,514
2021-08-30,68.09111617,991.6393886,135.8,11,0,47.32,28.77808219,0,15.8,0,0,0,48.8,0,233.1511755,12335.68833,1183.13373,3496.658892,2910.673216,642.9370882,2909.183985,13107.3489,25303.71858,2317.165413,1046.759036,25491.43259,8.4,0,0,2319.969948,3657.885979,3657.885979,0,0,0,0,30255,0,0,0,0,0,0,0,11145,6344,2865,1376,737,0,8645,8121,0,5936
2021-08-31,57.56210396,426.6298544,135.8,11,0,0,60.6,0,15.8,0,0,0,48.8,0,109.2,0,567.4632244,0,2892.074665,1085.312235,2079.129755,7399.172416,1237.09758,4634.330826,1527.886561,11176.2921,2337.206416,0,0,5251.39855,2920.815087,2920.815087,0,0,0,0,26122,0,0,0,0,0,0,245,1674,1494,5457,1373,1473,3147,9046,8110,488,3517
2021-09-01,24.35454545,498.3640777,135.8,5.392156863,0,1.724697218,60.6,0,15.8,0,0,0,48.8,0,0,0,297.8786033,0,1608.774653,1980.116508,4745.111105,2082.399994,1871.356991,1414.373694,0,8380.109067,12406.03791,0,0,1771.037612,1070.355121,0,0,0,0,0,34680,0,0,0,0,0,0,0,3276,1494,4232,2934,2564,1994,2917,5950,968,10565
2021-09-02,28.2,549,94.20192308,0,0,1.724697218,60.6,0,8.327027027,0,20,0,48.8,0,0,0,54.6,1601.034291,567.2558024,1006.613316,1066.070528,4707.553177,2503.854571,2783.607801,0,7855.138995,3731.280199,0,0,770.6165492,0,0,0,0,0,0,8299,0,0,0,0,0,0,0,1552,1100,0,5842,491,399,12453,3691,488,7679
2021-09-03,28.2,295.1541262,28.72692308,2.2,0,1.724697218,60.6,0,0,0,20,0,48.8,0,0,0,54.6,0,278.9782635,0,1370.836715,2547.617013,3138.113982,2843.793916,0,1017.024013,6240.050503,0,0,959.0075286,716.0117236,0,0,0,0,0,15604,0,0,0,0,0,0,0,989,2232,841,0,3315,2374,2894,308,3233,487
2021-09-04,28.2,200.3228155,1.869565217,4.4,0,1.724697218,31.82191781,0,6.4,0,20,0,0,0,0,0,54.6,0,0,0,1081.444753,1528.570208,417.5541125,692.1403182,0,3571.822094,2618.458692,0,0,378.4060189,0,0,0,0,0,0,22310,0,0,0,0,0,0,0,2619,747,1706,1056,0,4711,2917,2307,975,4452
2021-09-05,11.96363636,122.3701456,10.84347826,4.4,0,1.724697218,0,0,16,0,20,0,0,0,0,0,54.6,397.0565042,1246.10291,0,189.2339691,0,0,0,0,0,2850.960574,0,0,2311.849648,496.26388,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,4481,1272,1376,0,798,417,923,0,0
2021-09-06,3.845454545,66.61177139,17.2,4.4,0,0,8.00952381,0,16,0,20,0,0,0,0,0,0,371.4399555,1125.212329,0,2570.254863,0,0,2828.747387,0,0,1150.32181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194,747,3391,2448,2659,399,5249,1846,2439,1979
2021-09-07,0.648,44.1554717,17.2,4.4,0,0,11.6,0,16,0,0,0,0,0,0,0,0,0,1366.993491,0,680.5281923,0,0,1414.373694,0,0,574.6921512,0,0,2275.308294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,10245,3821,2388,368,0,2897,461,0,1021
2021-09-08,2.376,58.8,17.2,2.2,0,0,11.6,0,16,0,0,0,0,0,0,0,0,0,1636.672479,0,633.6847102,0,0,947.9313053,0,0,0,0,0,1421.864676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,6917,854,2113,368,399,417,923,488,495
2021-09-09,5.4,58.8,15.33043478,0,1.345000418,0,11.6,0,9.6,0,0,0,0,0,0,0,0,0,1729.665234,0,538.1350281,0,0,1429.420222,0,0,2887.52337,0,0,1812.451146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,6983,0,2063,1842,1187,0,461,0,0
2021-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713,854,4490,368,0,0,461,2926,0
2021-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223,2428,0,1105,0,0,0,975,0
2021-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223,2038,0,368,0,0,3691,1951,0
2021-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,848,3360,0,0,0,1384,0,0
2021-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,424,0,365,0,417,0,0,0
2021-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,427,0,0,0,833,0,0,0
2021-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,514
2021-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,923,0,0
2021-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,421,0,0,0,0,0,0,0
2021-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,848,0,368,0,0,0,0,0
