Date,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,average.56-24,p10,p25,p75,p90
08/02/2024,0.847955663,0.829133547,0.641915576,0.750876212,0.73631118,0.737669535,0.77245053,0.869037833,0.752222556,0.7823411,0.802267431,0.779050549,0.924564074,0.675887323,0.714015071,0.630930619,0.772541321,0.882366663,0.798239695,0.686274363,0.676354056,0.896568143,0.909234408,0.708350388,0.811356481,0.829876871,0.854357511,0.833590027,0.776098523,0.662027059,0.683884729,0.852446869,0.709624628,0.786777969,0.703088944,0.742284132,0.756233822,0.641511011,0.749439934,0.692088612,0.781382065,0.731258531,0.836078437,0.737611528,0.86192153,0.812408727,0.787475983,0.756068676,0.736384936,0.656381638,0.530024438,0.769434281,0.848674087,0.821628014,0.935850899,0.732698334,0.892276592,0.935850899,0.654120948,0.542863874,0.654074278,0.750365642,0.850706037,0.578212982,0.65704883,0.60856576,0.737373094,0.72233785,0.828267238,0.759544798,0.651642538,0.703088944,0.829133547,0.871703599
08/03/2024,0.8725211,0.845023936,0.669717713,0.784543229,0.742848886,0.762936315,0.789712052,0.897210068,0.867274683,0.809772741,0.819154441,0.786883801,0.939754819,0.711347247,0.748598858,0.64166027,0.81142498,0.908318413,0.830577526,0.758606919,0.678818267,0.90670758,0.919496803,0.74925455,0.836472688,0.84886785,0.867611325,0.854591248,0.786779036,0.684147953,0.706894758,0.858661189,0.724000778,0.818315785,0.740648101,0.751600993,0.776124651,0.670681845,0.764530725,0.7012465,0.796432734,0.74450906,0.847195657,0.764317797,0.891551819,0.831605442,0.802227517,0.779901675,0.751669884,0.683423361,0.535326714,0.781034853,0.860240562,0.836587639,0.944490437,0.775839633,0.902123146,0.944490437,0.67717012,0.57085211,0.686674304,0.780190134,0.860938878,0.612307407,0.702513851,0.620481653,0.772811207,0.739328318,0.843296945,0.782360492,0.675872465,0.739328318,0.847195657,0.898192684
08/04/2024,0.8882985,0.860152946,0.690752303,0.800040528,0.756609728,0.788779859,0.804083886,0.926471939,0.887341079,0.860183032,0.866506454,0.80606945,0.955732422,0.78046845,0.766897602,0.660288373,0.827138757,0.936517041,0.868827133,0.797146133,0.693967765,0.920140739,0.927655232,0.795093416,0.856104358,0.860388609,0.879609687,0.871368633,0.815420849,0.702633224,0.720678542,0.864121486,0.739784253,0.8399558,0.769390719,0.761025701,0.78815366,0.690380414,0.770361716,0.708232435,0.808735098,0.770722829,0.862475308,0.786969903,0.901625385,0.843480573,0.827296959,0.808696861,0.798517119,0.691618993,0.544261039,0.801731877,0.886267268,0.845555582,0.955380076,0.79435848,0.928175139,0.955380076,0.687651303,0.592152959,0.72161637,0.814412206,0.868620735,0.647871419,0.755224514,0.633594837,0.788641268,0.767599874,0.86288951,0.803685455,0.690677925,0.761025701,0.864121486,0.921406979
08/05/2024,0.910923384,0.866947034,0.705816214,0.815304111,0.799308028,0.812842193,0.830257943,0.935635665,0.894342079,0.889009337,0.903892953,0.831358131,0.960122364,0.833094054,0.774401529,0.685744972,0.85392296,0.955916679,0.899045821,0.811550687,0.725900796,0.931671186,0.945644415,0.861367468,0.874804283,0.892856817,0.898873536,0.888784134,0.84938628,0.709355927,0.741931037,0.868104508,0.758192849,0.86199921,0.783860893,0.771872615,0.809285333,0.711139587,0.775882067,0.737206663,0.824829119,0.791094603,0.870905146,0.809904409,0.912794081,0.859859258,0.842584332,0.822573115,0.82864961,0.709869289,0.551971985,0.822219685,0.899295582,0.856982855,0.96308561,0.820990386,0.948129266,0.96308561,0.693121797,0.620695944,0.745595081,0.823405012,0.878954747,0.678841037,0.772711769,0.65284271,0.807219923,0.7919437,0.874202998,0.823274122,0.708647984,0.774401529,0.888784134,0.932464082
08/06/2024,0.931162336,0.875196437,0.716029388,0.831697181,0.836420524,0.831680448,0.871761235,0.944793817,0.897236022,0.922462997,0.932018781,0.865122003,0.964361123,0.852581213,0.785994518,0.717482105,0.902619992,0.963124859,0.906323171,0.82943342,0.78730888,0.949237209,0.952384185,0.882935889,0.889688451,0.928102012,0.90678581,0.90587807,0.876616575,0.720996612,0.778743418,0.879506076,0.772171917,0.889698176,0.786790888,0.77535962,0.818358973,0.77097616,0.799343798,0.745847923,0.844592407,0.818873538,0.883586125,0.830998262,0.924095786,0.879008589,0.851677466,0.837473256,0.864474594,0.733078774,0.565942286,0.835481429,0.913550643,0.872898016,0.968201405,0.853469185,0.963707147,0.968201405,0.708778728,0.641829608,0.773859072,0.824689699,0.896226279,0.70103954,0.799518801,0.668555725,0.820386289,0.814416793,0.896238078,0.842740306,0.72029371,0.78730888,0.902619992,0.945682495
08/07/2024,0.938870723,0.881350579,0.735792338,0.847494192,0.863063582,0.86902246,0.88721549,0.951618471,0.900401555,0.943193223,0.942589746,0.885140196,0.968266464,0.868876462,0.802577103,0.767150157,0.912259343,0.964212483,0.913791093,0.845355695,0.850081378,0.962692524,0.957130846,0.893429738,0.905346682,0.949133825,0.920558258,0.919061886,0.888713195,0.738545914,0.809408387,0.896261943,0.785715237,0.902355309,0.792904488,0.789428998,0.825227084,0.827378234,0.837914956,0.756274034,0.865839361,0.838351528,0.885984167,0.849563819,0.932739503,0.907118709,0.862159931,0.851695407,0.884153783,0.749066619,0.581261828,0.848079827,0.924138285,0.887144905,0.971236919,0.869960873,0.974803263,0.971236919,0.715062722,0.672561193,0.794422611,0.82899834,0.90011418,0.743982427,0.822011634,0.696503911,0.834362729,0.829633709,0.914054949,0.859449976,0.74804978,0.825227084,0.913791093,0.952720946
08/08/2024,0.942695341,0.887626101,0.772344209,0.876680567,0.874226387,0.885098346,0.902638635,0.953594034,0.909453293,0.958403806,0.947273689,0.89797003,0.975332862,0.87850333,0.847631579,0.807948128,0.916557608,0.967632837,0.923956883,0.872684424,0.879649368,0.970947553,0.959755139,0.89909064,0.921263894,0.957344442,0.932347862,0.938372983,0.906837681,0.754539906,0.830337787,0.907517276,0.799630706,0.914738235,0.810340401,0.800989307,0.836214241,0.854670383,0.876065095,0.764165156,0.875225269,0.85729032,0.8949321,0.864759164,0.942220728,0.926814211,0.870565311,0.862930955,0.886156071,0.769085562,0.588019117,0.865476267,0.930041205,0.897162371,0.972828971,0.895481826,0.976802564,0.972828971,0.725323828,0.681315591,0.812999405,0.832219938,0.916590788,0.791272199,0.837009928,0.707975096,0.849842584,0.848745961,0.932770906,0.873880541,0.77169248,0.837009928,0.926814211,0.958674073
08/09/2024,0.943705334,0.905228258,0.822064967,0.901498142,0.878017494,0.895772151,0.920922043,0.960415029,0.911703315,0.961664822,0.955015346,0.905143649,0.984124475,0.896684876,0.916731974,0.838768007,0.921870132,0.97530413,0.937977086,0.893713801,0.892567303,0.974837431,0.962737293,0.907913753,0.926560657,0.966262323,0.939177045,0.941530502,0.913116742,0.777026446,0.845987075,0.914840166,0.808983418,0.918189578,0.834680155,0.813141954,0.846885709,0.889991214,0.888702816,0.77472664,0.883560081,0.87206561,0.901737832,0.873457112,0.949277131,0.939098025,0.874048701,0.872160675,0.895331558,0.783040078,0.596543473,0.878334127,0.93994922,0.909615671,0.978135813,0.922082751,0.978052126,0.978135813,0.754389757,0.694705565,0.834520063,0.83375168,0.924149793,0.820091578,0.865817347,0.710620539,0.86567972,0.859573538,0.950145727,0.886989194,0.80379475,0.859573538,0.939098025,0.963442299
08/10/2024,0.956518283,0.921661162,0.852392433,0.917500823,0.879310585,0.904999086,0.944682774,0.970679235,0.914894333,0.962742252,0.956882089,0.910092921,0.987595209,0.914554861,0.948186792,0.852927472,0.929944027,0.982026752,0.952310608,0.911547255,0.90045995,0.979449444,0.965100936,0.915559158,0.933102554,0.973523321,0.94425899,0.947024642,0.926749209,0.802964082,0.868989815,0.917966493,0.831534142,0.919069629,0.862618445,0.832249985,0.860274989,0.897166714,0.899911496,0.786607235,0.891966563,0.883549841,0.906676195,0.877821403,0.961373997,0.947511561,0.88731307,0.883846606,0.908297409,0.791053876,0.620326764,0.8859372,0.952152578,0.917988361,0.982020421,0.941163713,0.978052126,0.982020421,0.769142799,0.713285863,0.845613933,0.838949719,0.938032057,0.847333086,0.871818509,0.714201008,0.880285825,0.870498295,0.957907829,0.898292336,0.82582013,0.870498295,0.947511561,0.971248052
08/11/2024,0.965219693,0.937649621,0.860661381,0.927707046,0.881958342,0.915852631,0.957069674,0.978559053,0.917504065,0.965235466,0.959926434,0.916953843,0.993030667,0.928959786,0.954672254,0.866248813,0.943975984,0.985283058,0.961951868,0.932372419,0.917096163,0.986180006,0.970941331,0.928459163,0.940517542,0.981582249,0.953327142,0.949812409,0.935394668,0.819725257,0.890979329,0.921816076,0.849026007,0.924526136,0.871851969,0.844446938,0.866980648,0.907563566,0.928756523,0.800639376,0.89664051,0.896501259,0.910914413,0.882827878,0.970523296,0.954094426,0.903039672,0.893130428,0.919579884,0.804261952,0.639210342,0.898286669,0.968147312,0.924324663,0.982827061,0.948435813,0.978263163,0.982827061,0.791712516,0.723575321,0.852458779,0.844681398,0.943003946,0.860451086,0.87963569,0.71820338,0.893455729,0.879738583,0.961017165,0.907857739,0.839502602,0.879738583,0.954672254,0.978322341
08/12/2024,0.975773138,0.942227965,0.867530872,0.936452708,0.900622316,0.931595017,0.963912629,0.981456987,0.927383081,0.970604054,0.969436238,0.932479761,0.994311701,0.935958117,0.957981095,0.879316642,0.962377146,0.989217243,0.965899904,0.95841066,0.930236426,0.989982279,0.977839318,0.948291931,0.953593558,0.984978728,0.9581056,0.956083372,0.946405461,0.844054038,0.898313468,0.924091858,0.886129473,0.933284709,0.886639758,0.85857992,0.872742445,0.927903788,0.935244698,0.82683223,0.901311892,0.914040608,0.915948009,0.89459204,0.972746537,0.957013763,0.921670297,0.899792203,0.932834859,0.814428994,0.663199416,0.909939279,0.971981432,0.928781221,0.987199898,0.955216614,0.980123623,0.987199898,0.811095042,0.739967019,0.876074945,0.858901889,0.953590889,0.865911763,0.886429632,0.731977924,0.901202731,0.889513366,0.963886745,0.918389172,0.855674744,0.889513366,0.962377146,0.980390296
08/13/2024,0.978652862,0.944967015,0.874138458,0.939168372,0.941617528,0.945531473,0.97199629,0.983213365,0.941401895,0.979277111,0.971843455,0.940918676,0.99624737,0.94348835,0.962122118,0.886125211,0.977470551,0.991689005,0.971240708,0.965088541,0.937275633,0.993717145,0.981797606,0.952622835,0.967686208,0.990925771,0.963355882,0.964595395,0.955078434,0.864905155,0.90614749,0.925362133,0.9195927,0.947602703,0.895161734,0.86621778,0.877989902,0.936752607,0.944302852,0.851009299,0.913174151,0.921249382,0.922884985,0.901162242,0.975501577,0.960050421,0.933232941,0.906073132,0.944022534,0.825274632,0.68021303,0.917732901,0.975973704,0.93254854,0.989789637,0.960116318,0.981128827,0.989789637,0.831456126,0.7532734,0.884797773,0.873122381,0.9566116,0.876214343,0.895122558,0.740678237,0.914422159,0.897352629,0.966276813,0.927065858,0.865955255,0.901162242,0.967686208,0.982080758
08/14/2024,0.980005136,0.946132096,0.885884346,0.946548927,0.956783684,0.953010454,0.97665044,0.983652379,0.957660166,0.984211125,0.976546259,0.948652859,0.997891264,0.946953224,0.971539268,0.897798201,0.982467643,0.992865439,0.981378145,0.969229715,0.943218072,0.996021772,0.986590345,0.963921328,0.979074453,0.992656688,0.969776519,0.969196455,0.968312311,0.877459633,0.919536953,0.937547145,0.929256623,0.954440118,0.904694714,0.876793165,0.884048154,0.947710298,0.950188402,0.867170036,0.915462726,0.93033762,0.932977159,0.908519309,0.977836711,0.963665821,0.944904096,0.92280044,0.951835175,0.844778487,0.700246577,0.930973201,0.980902065,0.933598064,0.989789637,0.968610024,0.984644263,0.989789637,0.843477851,0.755841965,0.890344708,0.883548107,0.958309847,0.889471567,0.900847169,0.746185774,0.93022392,0.904746479,0.96948355,0.934748202,0.87732634,0.908519309,0.976546259,0.98503348
08/15/2024,0.981642996,0.952046924,0.897647063,0.957576231,0.969085089,0.957219661,0.978561913,0.988847227,0.981785372,0.989865274,0.979205495,0.955357396,0.999321348,0.949711405,0.977675405,0.929051124,0.984209856,0.993856023,0.985999651,0.969847854,0.95910043,0.997020443,0.990129353,0.976137197,0.984722599,0.993910622,0.972813318,0.9733252,0.972268013,0.894873871,0.933238721,0.953382858,0.934050509,0.958778464,0.91269977,0.892818043,0.902999875,0.957239534,0.957735144,0.886448882,0.921026917,0.935025296,0.935903412,0.912472949,0.979386937,0.969084373,0.95361612,0.938692995,0.957036981,0.867052492,0.722920293,0.94248507,0.981709923,0.935720607,0.989789637,0.975297877,0.991425223,0.989789637,0.852245575,0.763106899,0.904766739,0.892106095,0.960253798,0.897082483,0.905917274,0.746482246,0.944310022,0.923721058,0.97313983,0.942663405,0.892675653,0.923721058,0.979205495,0.989804764
08/16/2024,0.982304397,0.958856175,0.913144823,0.967958446,0.969085089,0.964177403,0.979973377,0.993151656,0.990315251,0.993638112,0.982350486,0.96622141,0.999662026,0.953745939,0.986076391,0.93869281,0.986325954,0.995744224,0.990936137,0.976275345,0.968329917,0.997020443,0.992015872,0.985333817,0.986489076,0.995165483,0.978084997,0.97480535,0.976420579,0.906837733,0.944134754,0.964146972,0.937743226,0.964977738,0.919096074,0.909711539,0.914764529,0.960709307,0.96149052,0.906018839,0.928031795,0.936490437,0.938475443,0.917885783,0.981288923,0.971409852,0.961163757,0.951304639,0.968061328,0.885472806,0.744851878,0.947717586,0.983129018,0.944508408,0.993355834,0.978940566,0.992713661,0.993355834,0.856847549,0.766344203,0.910132401,0.906445174,0.960803018,0.905281233,0.909134487,0.774772515,0.957773533,0.933439153,0.974563382,0.949356904,0.906359907,0.933439153,0.982350486,0.993192491
08/17/2024,0.985951233,0.969789266,0.929953673,0.971239251,0.971732847,0.970897841,0.982279066,0.994570869,0.993991002,0.99518712,0.98498289,0.973930991,0.999662026,0.955989168,0.992493,0.942047348,0.987683482,0.997063122,0.992641688,0.983905239,0.974219455,0.997020443,0.99312392,0.987036641,0.986886309,0.996161709,0.981489604,0.976196209,0.978592322,0.91525676,0.958758234,0.965349978,0.94272708,0.97196869,0.926142356,0.921009519,0.935815119,0.961078936,0.966635266,0.91196974,0.937840509,0.937226092,0.942544632,0.930357204,0.983857781,0.974500687,0.966321233,0.956916838,0.971821603,0.900405594,0.757052904,0.956770903,0.983295719,0.951267652,0.993355834,0.983269302,0.993135736,0.993355834,0.862699249,0.786299975,0.915454559,0.918017235,0.960803018,0.914609244,0.910581772,0.800645397,0.961869893,0.939707323,0.97635406,0.954837206,0.914081344,0.937840509,0.98498289,0.993482868
08/18/2024,0.985951233,0.97638667,0.937807235,0.97414908,0.97434618,0.978403285,0.9884258,0.996472718,0.994611787,0.996646139,0.990664692,0.976888148,0.999662026,0.956282123,0.995475181,0.948081569,0.990255908,0.998030402,0.995095453,0.989692289,0.979652037,0.998151751,0.993510287,0.988102977,0.989468319,0.99642272,0.98443758,0.977724368,0.982681432,0.931066417,0.96511017,0.967916938,0.949128761,0.975655163,0.934211939,0.928797283,0.943246047,0.962196419,0.971130481,0.916661522,0.946205803,0.94807144,0.944201591,0.935518184,0.987637194,0.977931617,0.970055333,0.960732345,0.983559892,0.907387473,0.762520203,0.963165959,0.984851593,0.953499847,0.995457344,0.987447551,0.994213137,0.995457344,0.872862106,0.811826037,0.92315501,0.930033995,0.961641301,0.917610296,0.911310023,0.803906589,0.965417949,0.947157862,0.977740149,0.959408343,0.917420541,0.946205803,0.9884258,0.995460911
08/19/2024,0.988518872,0.979491402,0.945494077,0.976197974,0.97434618,0.979592723,0.992043041,0.997111434,0.995222984,0.996646139,0.994019646,0.982587485,0.999662026,0.96176305,0.995475181,0.957548352,0.993853856,0.999330742,0.996686631,0.991420521,0.982821982,0.999725744,0.993510287,0.989839295,0.990265668,0.997175637,0.986024952,0.977956682,0.984646092,0.936889514,0.96898143,0.970009544,0.955644337,0.978733432,0.939486029,0.939988994,0.944283092,0.965036035,0.974039694,0.922342496,0.952647668,0.954876655,0.948443979,0.936911329,0.989980368,0.98250235,0.97516421,0.962653609,0.989947916,0.916112206,0.778385414,0.968284798,0.98919009,0.957635283,0.995457344,0.989833224,0.996862209,0.995457344,0.890499733,0.8548077,0.942130603,0.931190213,0.963122751,0.951550028,0.915273924,0.810839472,0.971371467,0.950834541,0.981478845,0.96431679,0.929420669,0.951550028,0.990265668,0.996654237
08/20/2024,0.989208297,0.982923587,0.949653591,0.97968019,0.978649955,0.980528317,0.99377702,0.997780325,0.995222984,0.996646139,0.996094137,0.986322133,1,0.964200833,0.996756414,0.973404462,0.994689013,0.999330742,0.997519521,0.992442414,0.987648786,0.999725744,0.995132211,0.99455543,0.991471294,0.997688596,0.98903572,0.981464514,0.985993526,0.948422834,0.974680999,0.972819044,0.961695929,0.982596789,0.945761943,0.943117492,0.94557651,0.971176687,0.976625115,0.930436693,0.959575118,0.963714461,0.951554831,0.939021189,0.990747912,0.98539784,0.977495822,0.966053679,0.994090572,0.93473957,0.795383126,0.970324093,0.992152236,0.960791685,0.997091851,0.99029354,0.997695251,0.997091851,0.91061323,0.891763114,0.945973578,0.951636493,0.965377444,0.956314584,0.917421805,0.820018701,0.971647388,0.95639815,0.98455072,0.968918634,0.938164865,0.95639815,0.99377702,0.997177385
08/21/2024,0.991767031,0.984247871,0.952301058,0.985995575,0.984753398,0.982374517,0.994262534,0.999128726,0.995526214,0.996646139,0.996411468,0.99201193,1,0.971670993,0.997202103,0.981893595,0.995018758,0.999493366,0.998614942,0.995187371,0.991473767,0.999725744,0.995939806,0.99533349,0.991471294,0.998028454,0.991428977,0.984148676,0.988769102,0.952879678,0.976213656,0.976684711,0.965176666,0.983819892,0.948888262,0.947564938,0.946105216,0.974484763,0.977928004,0.934435882,0.965438678,0.971673754,0.954707938,0.944285152,0.991365923,0.988275979,0.97957903,0.967767108,0.997643195,0.952689773,0.800952357,0.971957598,0.994344994,0.966853858,0.997856036,0.990404192,0.997911842,0.997856036,0.931807464,0.898990053,0.952093334,0.953365879,0.971238203,0.956314584,0.925663032,0.832481927,0.976780219,0.960333979,0.98543482,0.972334428,0.945741203,0.960333979,0.995018758,0.997867197
08/22/2024,0.992990649,0.988716464,0.956668763,0.987563153,0.986046489,0.984221118,0.994262534,1,0.996822919,0.996646139,0.99820454,0.993275818,1,0.9847148,0.998313652,0.987845713,0.995293958,0.999493366,0.9992045,0.998146249,0.994790286,1,0.997179154,0.997108012,0.992937908,0.99904835,0.993746083,0.988173515,0.990281958,0.9584633,0.981684695,0.983201422,0.966543465,0.985420334,0.953935874,0.950576647,0.94650809,0.976232771,0.979241316,0.940136043,0.967839758,0.976379388,0.960106141,0.945609737,0.991760015,0.99117802,0.983044064,0.972996342,0.999278529,0.95858234,0.807219775,0.974910005,0.994344994,0.970025925,0.997856036,0.990404192,0.998133986,0.997856036,0.961203509,0.899977962,0.959670519,0.954907503,0.978948966,0.960537714,0.927110316,0.846609957,0.984177014,0.962893077,0.986303936,0.975558055,0.949762936,0.962893077,0.995293958,0.998460592
08/23/2024,0.99616847,0.9921367,0.959325888,0.990615299,0.991260231,0.985642154,0.994262534,1,0.997274292,0.997626243,0.998569346,0.995842785,1,0.992924105,0.998861544,0.995499687,0.996138612,0.999493366,0.9992045,0.999362741,0.995841332,1,0.997728518,0.998170132,0.994304381,0.999225187,0.995357506,0.989208874,0.991384614,0.961197896,0.985384389,0.990202493,0.969088322,0.987198746,0.958973793,0.953816467,0.952747064,0.977709706,0.983017592,0.950312027,0.968975883,0.987556903,0.961388127,0.949068638,0.992275129,0.994598664,0.985092307,0.974424676,1,0.971995033,0.817120606,0.97853055,0.99488784,0.97402038,0.997856036,0.990731725,0.998789313,0.997856036,0.970045902,0.900867081,0.960047566,0.956429362,0.980647213,0.962935462,0.928917118,0.855823394,0.988683717,0.967233825,0.986303936,0.978321449,0.953602586,0.969088322,0.99616847,0.999208638
08/24/2024,0.99616847,0.996510032,0.967055423,0.993039931,0.991260231,0.987127222,0.994262534,1,0.998608046,0.997626243,0.998569346,0.998262595,1,0.997201398,0.999154168,0.997136278,0.996545297,0.999746683,0.9992045,0.999362741,0.997117041,1,0.997991778,0.99869286,0.997149024,0.999225187,0.997956984,0.990281218,0.995027552,0.96858942,0.990174879,0.990202493,0.976260221,0.988572855,0.965149734,0.956734386,0.957383963,0.980437875,0.988819995,0.951813185,0.97134614,0.997868514,0.966223681,0.952577598,0.992738278,0.996132058,0.988340681,0.97545173,1,0.991360662,0.834538805,0.979971507,0.99488784,0.978837222,0.998641449,0.991050405,0.998789313,0.998641449,0.975418147,0.901459826,0.961911046,0.957941339,0.981760106,0.964745375,0.929645369,0.87326963,0.991541972,0.972036184,0.987150574,0.981140561,0.957254048,0.975418147,0.997956984,0.999208638
08/25/2024,0.99616847,0.997881891,0.969854447,0.993039931,0.991260231,0.988861019,0.995550204,1,0.998608046,0.997626243,0.998569346,0.998643214,1,0.998381833,0.999154168,0.998943011,1,0.999746683,0.9992045,0.999686428,0.997928857,1,0.998770113,0.998962587,0.997923627,0.999225187,0.999298766,0.991978389,0.996374487,0.975194678,1,0.991383815,0.97812935,0.991641435,0.971983858,0.959560263,0.962873636,0.982583371,0.991385844,0.954735983,0.972570442,1,0.966866689,0.95530313,0.993445959,1,0.990903918,0.979445937,1,1,0.845428603,0.983056084,0.995054541,0.979690939,0.999469316,0.993936229,0.998789313,0.999469316,0.982975446,0.909408698,0.970822397,0.961182702,0.982041943,0.968968504,0.931092654,0.879107847,0.992362659,0.973809736,0.987150574,0.983383587,0.960858214,0.97812935,0.998962587,1
08/26/2024,0.996799108,0.998584151,0.974200946,0.994442174,0.991260231,0.992485528,0.99646995,1,0.998608046,0.998148168,0.999622307,0.999733383,1,0.998381833,1,1,1,1,0.9992045,1,1,1,0.998770113,1,0.9988174,0.999738989,1,0.995130711,1,0.981257017,1,0.994140234,0.980772133,0.994321076,0.97658704,0.962106929,0.969261842,0.985489394,0.991806879,0.95690797,0.974420295,1,0.968152704,0.960854257,0.994035428,1,0.995646988,0.982104934,1,1,0.858928254,0.985252842,0.995212693,0.980857946,0.999469316,0.994909973,0.998789313,0.999469316,0.983867545,0.92827017,0.973352959,0.969029172,0.982605616,0.969370707,0.933978005,0.900590663,0.994637235,0.974125574,0.988888806,0.985650272,0.966943549,0.980857946,0.999738989,1
08/27/2024,0.997251064,0.999286412,0.979272018,0.995087186,0.991260231,0.994251199,0.997389537,1,0.998608046,0.998148168,0.999622307,1,1,0.998381833,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997534103,1,0.987379173,1,0.99491015,0.982608479,0.995703797,0.979022782,0.968566285,0.974523253,0.987210596,0.993954875,0.962390566,0.975573251,1,0.97259035,0.962226889,0.994994022,1,0.998518146,0.983444407,1,1,0.878369248,0.99369505,0.995751265,0.981061585,0.999469316,0.996202397,0.998928153,0.999469316,0.985164429,0.938278454,0.973352959,0.970165626,0.985662461,0.970561846,0.93542529,0.939257452,0.995464997,0.975745256,0.990537128,0.987859005,0.969845758,0.982608479,1,1
08/28/2024,0.997793413,0.999286412,0.984565988,0.995087186,0.991260231,0.995610559,0.997842442,1,0.999073635,0.998148168,0.999622307,1,1,0.999073813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.990814799,1,0.995691732,0.988252289,0.996368451,0.981131751,0.973021875,0.979635982,0.988167013,0.995719856,0.967400791,0.97953556,1,0.975691442,0.965155742,0.995455959,1,0.998962973,0.986326303,1,1,0.893226896,0.997821085,0.996076118,0.981672502,0.999469316,0.996702548,0.999066993,0.999469316,0.985765712,0.949852194,0.977195934,0.971331726,0.986515198,0.974738568,0.952387098,0.957980798,0.995602957,0.976360736,0.990537128,0.989803906,0.972683845,0.985765712,1,1
08/29/2024,0.997793413,1,0.986713665,0.996791182,0.99295803,0.995610559,0.998588622,1,0.99969442,1,1,1,1,0.999073813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994805091,1,0.996846607,0.990613305,0.996742645,0.985810398,0.977990883,0.981139243,0.98939911,0.997433923,0.973364427,0.982942226,1,0.975691442,0.969905247,0.995611131,1,0.999762536,0.988307606,1,1,0.910856206,1,0.996708727,0.982526219,0.999469316,0.997472691,0.999283584,0.999469316,0.986532053,0.956813156,0.97757298,0.972853585,0.987078871,0.975341872,0.957245181,0.961515656,0.995740918,0.976676574,0.992724902,0.991151758,0.974946383,0.986713665,1,1
08/30/2024,0.997793413,1,0.987658965,0.997151003,0.993833666,0.996234289,0.998588622,1,0.99969442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998409771,0.992477059,0.997111039,0.988494591,0.987054347,0.995371197,0.991863305,0.998736894,0.986126863,0.982942226,1,0.977744503,0.973077755,0.997110109,1,0.999762536,0.988784338,1,1,0.921923033,1,0.997345609,0.984304142,0.999469316,0.997640883,0.999283584,0.999469316,0.991680291,0.96189709,0.979487217,0.975561309,0.987649771,0.975341872,0.964776593,0.969417775,0.995740918,0.980353253,0.993099521,0.992760325,0.977307864,0.988784338,1,1
08/31/2024,0.997793413,1,0.988075959,0.999286257,0.993833666,0.998045405,0.998588622,1,0.99969442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998409771,0.994325064,0.99783108,0.992495411,0.992208967,0.995755618,0.991863305,1,0.990852899,0.983906612,1,0.979010884,0.980257705,0.998307432,1,1,0.989715091,1,1,0.931478002,1,0.997986767,0.985737447,1,0.997977267,0.999283584,1,0.992454491,0.963090181,0.983134417,0.978199858,0.988784344,0.980694264,0.972649084,0.977308491,0.995878878,0.982531726,0.994193408,0.993936809,0.980606952,0.992208967,1,1
09/01/2024,0.997793413,1,0.99161394,1,0.995178898,0.998640124,0.998588622,1,0.99969442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998409771,0.995009526,0.999260335,0.993834397,0.993696763,0.9965129,0.992620026,1,0.993757211,0.989051071,1,0.9798241,0.981869385,0.998745766,1,1,0.993521699,1,1,0.944307582,1,0.998576631,0.989066159,1,0.99814546,0.999283584,1,0.993967523,0.964283272,0.985962266,0.980532058,0.990764428,0.983741724,0.975193355,0.983101097,0.996154799,0.989075242,0.995557021,0.995004849,0.983613599,0.993757211,1,1
09/02/2024,0.997793413,1,0.995090676,1,0.996090421,0.999532203,0.998588622,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999484446,0.995369906,1,0.994947716,0.997078903,0.997554108,0.994098543,1,0.99754318,0.990656568,1,0.980259522,0.983240531,0.998745766,1,1,0.994147889,1,1,0.947285373,1,0.998576631,0.990820586,1,0.998309226,0.999283584,1,0.994682774,0.965164791,0.985962266,0.982814847,0.99114021,0.984345028,0.986034163,0.986692969,0.996292759,0.99382901,0.997722318,0.995785202,0.986019784,0.995090676,1,1
09/03/2024,0.998654283,1,0.997573523,1,0.996090421,0.999532203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999484446,0.995550096,1,0.99580548,0.998901588,0.998825805,0.995611985,1,0.998278229,0.992692015,1,0.981110472,0.984670757,0.998941625,1,1,0.995329474,1,1,0.952993185,1,0.998734783,0.992246058,1,0.998309226,0.999283584,1,0.995138649,0.966950627,0.986520585,0.987775713,0.99369842,0.987964854,0.988550779,0.986989441,0.997216032,0.994128651,0.997722318,0.996395294,0.987927026,0.99580548,1,1
