Date,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
9/8/26,736.5411573,678.0820373,1049.66811,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1679.871508,1262.55357,1101.091342,1260.560724,1190.509932,1246.769998,725.2203894,1869.32524,1962.822717,1269.896359,715.936983,874.5937148,2995.143862,2468.206371,1557.813013,1548.198439,1337.137466,920.2180882,2911.079046,1555.340974,2338.38,1275.68,471.09,2256.34,1799.73,471.09,2540.28,1296.81,1370.72,1010.04,1378.68,644.88,1083.61,871.08,2822.18,1233.64,1334.31,"1,024.13"
9/9/26,736.5411573,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1190.509932,1248.03734,725.2203894,1869.32524,1965.184922,1269.896359,715.936983,876.7708014,2995.143862,2468.206371,1557.813013,1549.965918,1337.137466,920.2180882,2929.47773,1555.340974,2338.38,1276.06,471.09,2256.34,1799.73,471.09,2541.83,1304.17,1370.72,1010.78,1380.65,646.05,1083.61,871.47,2822.18,1233.64,1334.69,"1,024.13"
9/10/26,736.5411573,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.03734,725.2203894,1869.32524,1966.949628,1269.896359,718.6279552,877.2119779,2995.591623,2468.206371,1557.813013,1549.965918,1337.137466,920.2180882,2933.262345,1555.340974,2338.38,1276.77,471.09,2256.71,1799.73,471.09,2541.83,1308.08,1371.51,1010.78,1381.04,646.05,1083.61,871.86,2824.54,1233.64,1334.69,"1,024.13"
9/11/26,736.5411573,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.03734,725.2203894,1869.32524,1968.355878,1269.896359,718.9404552,877.2119779,2996.046168,2468.206371,1557.813013,1550.327683,1337.137466,920.2180882,2957.60871,1555.340974,2338.38,1276.77,471.09,2256.71,1799.73,471.09,2542.22,1310.42,1373.75,1011.54,1382.22,646.05,1083.61,871.86,2825.33,1233.64,1334.69,"1,024.13"
9/12/26,736.5411573,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.03734,725.2203894,1869.32524,1969.308258,1269.896359,719.2554158,877.6467605,2996.511285,2468.206371,1557.813013,1550.679111,1337.137466,920.2180882,2958.380486,1555.340974,2338.76,1276.77,471.09,2256.71,1800.25,471.09,2543.01,1312.76,1375.63,1011.92,1382.61,646.05,1083.61,875.01,2826.9,1233.64,1334.69,"1,024.13"
9/13/26,737.0026958,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1969.784449,1269.896359,719.7169543,878.5558514,2996.959046,2468.206371,1557.813013,1551.387025,1337.137466,920.2180882,2967.577563,1555.340974,2338.76,1276.77,471.09,2256.71,1800.25,471.09,2544.56,1313.55,1376.41,1011.92,1382.61,646.05,1083.61,876.19,2826.9,1233.64,1334.69,"1,024.13"
9/14/26,737.0026958,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1970.264449,1269.896359,721.9160139,879.0036126,2996.959046,2468.206371,1557.813013,1551.754189,1337.137466,920.2180882,2968.852853,1555.340974,2339.14,1276.77,471.09,2256.71,1800.63,471.09,2544.56,1314.73,1376.8,1011.92,1383,646.44,1084,876.19,2826.9,1233.64,1334.69,"1,024.13"
9/15/26,737.0026958,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,721.9160139,879.4723626,2996.959046,2468.206371,1557.813013,1551.754189,1337.137466,920.2180882,2968.852853,1555.340974,2339.14,1276.77,471.09,2256.71,1800.63,471.09,2544.56,1315.52,1377.19,1011.92,1383,646.44,1084.79,876.19,2826.9,1233.64,1334.69,"1,024.13"
9/16/26,737.0026958,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,721.9160139,879.4723626,2996.959046,2468.206371,1557.813013,1551.754189,1337.137466,920.2180882,2968.852853,1555.340974,2339.14,1276.77,471.09,2257.85,1800.63,471.09,2544.56,1315.52,1377.58,1011.92,1383,646.44,1084.79,876.19,2826.9,1234.03,1334.69,"1,024.13"
9/17/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,722.3922044,879.4723626,2996.959046,2468.206371,1557.813013,1551.754189,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2258.94,1800.63,471.09,2544.56,1315.52,1377.97,1011.92,1383,646.44,1084.79,876.98,2826.9,1234.03,1334.69,"1,024.13"
9/18/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,722.3922044,879.4723626,2996.959046,2468.206371,1557.813013,1551.754189,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1378.36,1011.92,1383,646.44,1084.79,876.98,2826.9,1234.03,1334.69,"1,024.13"
9/19/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,722.3922044,879.4723626,2996.959046,2468.206371,1557.813013,1551.754189,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.39,646.44,1084.79,876.98,2826.9,1234.03,1334.69,"1,024.13"
9/20/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,722.8609544,879.7898229,2996.959046,2468.206371,1557.813013,1551.754189,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.39,646.44,1084.79,876.98,2826.9,1234.03,1334.69,"1,024.13"
9/21/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,722.8609544,880.0999004,2996.959046,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/22/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,722.8609544,880.0999004,2996.959046,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/23/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2996.959046,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/24/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2996.959046,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/25/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2996.959046,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/26/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2996.959046,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/27/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2996.959046,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/28/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/29/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
9/30/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/1/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/2/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/3/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/4/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/5/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/6/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/7/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/8/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/9/26,737.5336692,678.0820373,1050.269614,918.7308828,359.6934418,1042.769727,659.0951062,706.3042342,1014.717158,623.0837325,863.3656781,1087.157643,939.3037254,996.6415881,1035.562603,1302.318558,1092.846708,1821.978222,1688.603338,1494.871894,1137.053056,1657.374318,1117.212732,1779.574545,1549.180693,1839.001735,1974.539764,1294.592455,1354.040284,2624.947621,1151.402952,1163.142271,1681.728564,1262.55357,1101.563783,1260.560724,1191.440165,1248.652724,725.2203894,1869.32524,1971.21683,1269.896359,723.3448254,880.0999004,2997.413591,2468.206371,1557.813013,1552.008453,1337.137466,920.2180882,2968.852853,1555.340974,2339.52,1276.77,471.09,2259.32,1800.63,471.09,2544.56,1315.91,1379.14,1011.92,1383.78,646.44,1084.79,876.98,2826.9,1234.81,1334.69,"1,024.13"
10/10/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
